"m11","m12","m21","m22","effect","eq_band","tpr","ci","prior_scale"
0,0,0,0,"Main Effect 1",0.1,0.7,0.95,0.707106781186547
0,0,0,0,"Main Effect 1",0.1,0.75,0.95,0.707106781186547
0,0,0,0,"Main Effect 1",0.1,0.8,0.95,0.707106781186547
0,0,0,0,"Main Effect 1",0.1,0.85,0.95,0.707106781186547
0,0,0,0,"Main Effect 1",0.1,0.9,0.95,0.707106781186547
0,0,0,0,"Main Effect 1",0.15,0.7,0.95,0.707106781186547
0,0,0,0,"Main Effect 1",0.15,0.75,0.95,0.707106781186547
0,0,0,0,"Main Effect 1",0.15,0.8,0.95,0.707106781186547
0,0,0,0,"Main Effect 1",0.15,0.85,0.95,0.707106781186547
0,0,0,0,"Main Effect 1",0.15,0.9,0.95,0.707106781186547
0,0,0,0,"Main Effect 1",0.2,0.7,0.95,0.707106781186547
0,0,0,0,"Main Effect 1",0.2,0.75,0.95,0.707106781186547
0,0,0,0,"Main Effect 1",0.2,0.8,0.95,0.707106781186547
0,0,0,0,"Main Effect 1",0.2,0.85,0.95,0.707106781186547
0,0,0,0,"Main Effect 1",0.2,0.9,0.95,0.707106781186547
0,0,0,0,"Main Effect 1",0.25,0.7,0.95,0.707106781186547
0,0,0,0,"Main Effect 1",0.25,0.75,0.95,0.707106781186547
0,0,0,0,"Main Effect 1",0.25,0.8,0.95,0.707106781186547
0,0,0,0,"Main Effect 1",0.25,0.85,0.95,0.707106781186547
0,0,0,0,"Main Effect 1",0.25,0.9,0.95,0.707106781186547
0,0,0,0,"Main Effect 1",0.3,0.7,0.95,0.707106781186547
0,0,0,0,"Main Effect 1",0.3,0.75,0.95,0.707106781186547
0,0,0,0,"Main Effect 1",0.3,0.8,0.95,0.707106781186547
0,0,0,0,"Main Effect 1",0.3,0.85,0.95,0.707106781186547
0,0,0,0,"Main Effect 1",0.3,0.9,0.95,0.707106781186547
0,0,0,0,"Main Effect 2",0.1,0.7,0.95,0.707106781186547
0,0,0,0,"Main Effect 2",0.1,0.75,0.95,0.707106781186547
0,0,0,0,"Main Effect 2",0.1,0.8,0.95,0.707106781186547
0,0,0,0,"Main Effect 2",0.1,0.85,0.95,0.707106781186547
0,0,0,0,"Main Effect 2",0.1,0.9,0.95,0.707106781186547
0,0,0,0,"Main Effect 2",0.15,0.7,0.95,0.707106781186547
0,0,0,0,"Main Effect 2",0.15,0.75,0.95,0.707106781186547
0,0,0,0,"Main Effect 2",0.15,0.8,0.95,0.707106781186547
0,0,0,0,"Main Effect 2",0.15,0.85,0.95,0.707106781186547
0,0,0,0,"Main Effect 2",0.15,0.9,0.95,0.707106781186547
0,0,0,0,"Main Effect 2",0.2,0.7,0.95,0.707106781186547
0,0,0,0,"Main Effect 2",0.2,0.75,0.95,0.707106781186547
0,0,0,0,"Main Effect 2",0.2,0.8,0.95,0.707106781186547
0,0,0,0,"Main Effect 2",0.2,0.85,0.95,0.707106781186547
0,0,0,0,"Main Effect 2",0.2,0.9,0.95,0.707106781186547
0,0,0,0,"Main Effect 2",0.25,0.7,0.95,0.707106781186547
0,0,0,0,"Main Effect 2",0.25,0.75,0.95,0.707106781186547
0,0,0,0,"Main Effect 2",0.25,0.8,0.95,0.707106781186547
0,0,0,0,"Main Effect 2",0.25,0.85,0.95,0.707106781186547
0,0,0,0,"Main Effect 2",0.25,0.9,0.95,0.707106781186547
0,0,0,0,"Main Effect 2",0.3,0.7,0.95,0.707106781186547
0,0,0,0,"Main Effect 2",0.3,0.75,0.95,0.707106781186547
0,0,0,0,"Main Effect 2",0.3,0.8,0.95,0.707106781186547
0,0,0,0,"Main Effect 2",0.3,0.85,0.95,0.707106781186547
0,0,0,0,"Main Effect 2",0.3,0.9,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 1",0.1,0.7,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 1",0.1,0.75,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 1",0.1,0.8,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 1",0.1,0.85,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 1",0.1,0.9,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 1",0.15,0.7,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 1",0.15,0.75,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 1",0.15,0.8,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 1",0.15,0.85,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 1",0.15,0.9,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 1",0.2,0.7,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 1",0.2,0.75,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 1",0.2,0.8,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 1",0.2,0.85,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 1",0.2,0.9,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 1",0.25,0.7,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 1",0.25,0.75,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 1",0.25,0.8,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 1",0.25,0.85,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 1",0.25,0.9,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 1",0.3,0.7,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 1",0.3,0.75,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 1",0.3,0.8,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 1",0.3,0.85,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 1",0.3,0.9,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 2",0.1,0.7,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 2",0.1,0.75,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 2",0.1,0.8,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 2",0.1,0.85,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 2",0.1,0.9,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 2",0.15,0.7,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 2",0.15,0.75,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 2",0.15,0.8,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 2",0.15,0.85,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 2",0.15,0.9,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 2",0.2,0.7,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 2",0.2,0.75,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 2",0.2,0.8,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 2",0.2,0.85,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 2",0.2,0.9,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 2",0.25,0.7,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 2",0.25,0.75,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 2",0.25,0.8,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 2",0.25,0.85,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 2",0.25,0.9,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 2",0.3,0.7,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 2",0.3,0.75,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 2",0.3,0.8,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 2",0.3,0.85,0.95,0.707106781186547
0,0,0,0.25,"Main Effect 2",0.3,0.9,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 1",0.1,0.7,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 1",0.1,0.75,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 1",0.1,0.8,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 1",0.1,0.85,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 1",0.1,0.9,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 1",0.15,0.7,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 1",0.15,0.75,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 1",0.15,0.8,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 1",0.15,0.85,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 1",0.15,0.9,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 1",0.2,0.7,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 1",0.2,0.75,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 1",0.2,0.8,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 1",0.2,0.85,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 1",0.2,0.9,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 1",0.25,0.7,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 1",0.25,0.75,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 1",0.25,0.8,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 1",0.25,0.85,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 1",0.25,0.9,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 1",0.3,0.7,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 1",0.3,0.75,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 1",0.3,0.8,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 1",0.3,0.85,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 1",0.3,0.9,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 2",0.1,0.7,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 2",0.1,0.75,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 2",0.1,0.8,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 2",0.1,0.85,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 2",0.1,0.9,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 2",0.15,0.7,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 2",0.15,0.75,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 2",0.15,0.8,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 2",0.15,0.85,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 2",0.15,0.9,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 2",0.2,0.7,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 2",0.2,0.75,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 2",0.2,0.8,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 2",0.2,0.85,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 2",0.2,0.9,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 2",0.25,0.7,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 2",0.25,0.75,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 2",0.25,0.8,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 2",0.25,0.85,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 2",0.25,0.9,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 2",0.3,0.7,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 2",0.3,0.75,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 2",0.3,0.8,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 2",0.3,0.85,0.95,0.707106781186547
0,0,0,0.5,"Main Effect 2",0.3,0.9,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 1",0.1,0.7,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 1",0.1,0.75,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 1",0.1,0.8,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 1",0.1,0.85,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 1",0.1,0.9,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 1",0.15,0.7,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 1",0.15,0.75,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 1",0.15,0.8,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 1",0.15,0.85,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 1",0.15,0.9,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 1",0.2,0.7,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 1",0.2,0.75,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 1",0.2,0.8,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 1",0.2,0.85,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 1",0.2,0.9,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 1",0.25,0.7,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 1",0.25,0.75,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 1",0.25,0.8,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 1",0.25,0.85,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 1",0.25,0.9,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 1",0.3,0.7,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 1",0.3,0.75,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 1",0.3,0.8,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 1",0.3,0.85,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 1",0.3,0.9,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 2",0.1,0.7,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 2",0.1,0.75,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 2",0.1,0.8,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 2",0.1,0.85,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 2",0.1,0.9,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 2",0.15,0.7,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 2",0.15,0.75,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 2",0.15,0.8,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 2",0.15,0.85,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 2",0.15,0.9,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 2",0.2,0.7,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 2",0.2,0.75,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 2",0.2,0.8,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 2",0.2,0.85,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 2",0.2,0.9,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 2",0.25,0.7,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 2",0.25,0.75,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 2",0.25,0.8,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 2",0.25,0.85,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 2",0.25,0.9,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 2",0.3,0.7,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 2",0.3,0.75,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 2",0.3,0.8,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 2",0.3,0.85,0.95,0.707106781186547
0,0,0,0.75,"Main Effect 2",0.3,0.9,0.95,0.707106781186547
0,0,0,1,"Main Effect 1",0.1,0.7,0.95,0.707106781186547
0,0,0,1,"Main Effect 1",0.1,0.75,0.95,0.707106781186547
0,0,0,1,"Main Effect 1",0.1,0.8,0.95,0.707106781186547
0,0,0,1,"Main Effect 1",0.1,0.85,0.95,0.707106781186547
0,0,0,1,"Main Effect 1",0.1,0.9,0.95,0.707106781186547
0,0,0,1,"Main Effect 1",0.15,0.7,0.95,0.707106781186547
0,0,0,1,"Main Effect 1",0.15,0.75,0.95,0.707106781186547
0,0,0,1,"Main Effect 1",0.15,0.8,0.95,0.707106781186547
0,0,0,1,"Main Effect 1",0.15,0.85,0.95,0.707106781186547
0,0,0,1,"Main Effect 1",0.15,0.9,0.95,0.707106781186547
0,0,0,1,"Main Effect 1",0.2,0.7,0.95,0.707106781186547
0,0,0,1,"Main Effect 1",0.2,0.75,0.95,0.707106781186547
0,0,0,1,"Main Effect 1",0.2,0.8,0.95,0.707106781186547
0,0,0,1,"Main Effect 1",0.2,0.85,0.95,0.707106781186547
0,0,0,1,"Main Effect 1",0.2,0.9,0.95,0.707106781186547
0,0,0,1,"Main Effect 1",0.25,0.7,0.95,0.707106781186547
0,0,0,1,"Main Effect 1",0.25,0.75,0.95,0.707106781186547
0,0,0,1,"Main Effect 1",0.25,0.8,0.95,0.707106781186547
0,0,0,1,"Main Effect 1",0.25,0.85,0.95,0.707106781186547
0,0,0,1,"Main Effect 1",0.25,0.9,0.95,0.707106781186547
0,0,0,1,"Main Effect 1",0.3,0.7,0.95,0.707106781186547
0,0,0,1,"Main Effect 1",0.3,0.75,0.95,0.707106781186547
0,0,0,1,"Main Effect 1",0.3,0.8,0.95,0.707106781186547
0,0,0,1,"Main Effect 1",0.3,0.85,0.95,0.707106781186547
0,0,0,1,"Main Effect 1",0.3,0.9,0.95,0.707106781186547
0,0,0,1,"Main Effect 2",0.1,0.7,0.95,0.707106781186547
0,0,0,1,"Main Effect 2",0.1,0.75,0.95,0.707106781186547
0,0,0,1,"Main Effect 2",0.1,0.8,0.95,0.707106781186547
0,0,0,1,"Main Effect 2",0.1,0.85,0.95,0.707106781186547
0,0,0,1,"Main Effect 2",0.1,0.9,0.95,0.707106781186547
0,0,0,1,"Main Effect 2",0.15,0.7,0.95,0.707106781186547
0,0,0,1,"Main Effect 2",0.15,0.75,0.95,0.707106781186547
0,0,0,1,"Main Effect 2",0.15,0.8,0.95,0.707106781186547
0,0,0,1,"Main Effect 2",0.15,0.85,0.95,0.707106781186547
0,0,0,1,"Main Effect 2",0.15,0.9,0.95,0.707106781186547
0,0,0,1,"Main Effect 2",0.2,0.7,0.95,0.707106781186547
0,0,0,1,"Main Effect 2",0.2,0.75,0.95,0.707106781186547
0,0,0,1,"Main Effect 2",0.2,0.8,0.95,0.707106781186547
0,0,0,1,"Main Effect 2",0.2,0.85,0.95,0.707106781186547
0,0,0,1,"Main Effect 2",0.2,0.9,0.95,0.707106781186547
0,0,0,1,"Main Effect 2",0.25,0.7,0.95,0.707106781186547
0,0,0,1,"Main Effect 2",0.25,0.75,0.95,0.707106781186547
0,0,0,1,"Main Effect 2",0.25,0.8,0.95,0.707106781186547
0,0,0,1,"Main Effect 2",0.25,0.85,0.95,0.707106781186547
0,0,0,1,"Main Effect 2",0.25,0.9,0.95,0.707106781186547
0,0,0,1,"Main Effect 2",0.3,0.7,0.95,0.707106781186547
0,0,0,1,"Main Effect 2",0.3,0.75,0.95,0.707106781186547
0,0,0,1,"Main Effect 2",0.3,0.8,0.95,0.707106781186547
0,0,0,1,"Main Effect 2",0.3,0.85,0.95,0.707106781186547
0,0,0,1,"Main Effect 2",0.3,0.9,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 1",0.1,0.7,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 1",0.1,0.75,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 1",0.1,0.8,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 1",0.1,0.85,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 1",0.1,0.9,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 1",0.15,0.7,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 1",0.15,0.75,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 1",0.15,0.8,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 1",0.15,0.85,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 1",0.15,0.9,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 1",0.2,0.7,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 1",0.2,0.75,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 1",0.2,0.8,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 1",0.2,0.85,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 1",0.2,0.9,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 1",0.25,0.7,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 1",0.25,0.75,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 1",0.25,0.8,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 1",0.25,0.85,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 1",0.25,0.9,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 1",0.3,0.7,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 1",0.3,0.75,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 1",0.3,0.8,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 1",0.3,0.85,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 1",0.3,0.9,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 2",0.1,0.7,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 2",0.1,0.75,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 2",0.1,0.8,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 2",0.1,0.85,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 2",0.1,0.9,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 2",0.15,0.7,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 2",0.15,0.75,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 2",0.15,0.8,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 2",0.15,0.85,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 2",0.15,0.9,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 2",0.2,0.7,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 2",0.2,0.75,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 2",0.2,0.8,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 2",0.2,0.85,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 2",0.2,0.9,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 2",0.25,0.7,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 2",0.25,0.75,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 2",0.25,0.8,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 2",0.25,0.85,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 2",0.25,0.9,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 2",0.3,0.7,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 2",0.3,0.75,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 2",0.3,0.8,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 2",0.3,0.85,0.95,0.707106781186547
0,0,0,1.25,"Main Effect 2",0.3,0.9,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 1",0.1,0.7,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 1",0.1,0.75,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 1",0.1,0.8,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 1",0.1,0.85,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 1",0.1,0.9,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 1",0.15,0.7,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 1",0.15,0.75,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 1",0.15,0.8,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 1",0.15,0.85,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 1",0.15,0.9,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 1",0.2,0.7,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 1",0.2,0.75,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 1",0.2,0.8,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 1",0.2,0.85,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 1",0.2,0.9,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 1",0.25,0.7,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 1",0.25,0.75,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 1",0.25,0.8,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 1",0.25,0.85,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 1",0.25,0.9,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 1",0.3,0.7,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 1",0.3,0.75,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 1",0.3,0.8,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 1",0.3,0.85,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 1",0.3,0.9,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 2",0.1,0.7,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 2",0.1,0.75,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 2",0.1,0.8,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 2",0.1,0.85,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 2",0.1,0.9,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 2",0.15,0.7,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 2",0.15,0.75,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 2",0.15,0.8,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 2",0.15,0.85,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 2",0.15,0.9,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 2",0.2,0.7,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 2",0.2,0.75,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 2",0.2,0.8,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 2",0.2,0.85,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 2",0.2,0.9,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 2",0.25,0.7,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 2",0.25,0.75,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 2",0.25,0.8,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 2",0.25,0.85,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 2",0.25,0.9,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 2",0.3,0.7,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 2",0.3,0.75,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 2",0.3,0.8,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 2",0.3,0.85,0.95,0.707106781186547
0,0,0.25,0.25,"Main Effect 2",0.3,0.9,0.95,0.707106781186547
0,0,0.25,0.5,"Main Effect 1",0.1,0.7,0.95,0.707106781186547
0,0,0.25,0.5,"Main Effect 1",0.1,0.75,0.95,0.707106781186547
0,0,0.25,0.5,"Main Effect 1",0.1,0.8,0.95,0.707106781186547
0,0,0.25,0.5,"Main Effect 1",0.1,0.85,0.95,0.707106781186547
0,0,0.25,0.5,"Main Effect 1",0.1,0.9,0.95,0.707106781186547
0,0,0.25,0.5,"Main Effect 1",0.15,0.7,0.95,0.707106781186547
0,0,0.25,0.5,"Main Effect 1",0.15,0.75,0.95,0.707106781186547
0,0,0.25,0.5,"Main Effect 1",0.15,0.8,0.95,0.707106781186547
0,0,0.25,0.5,"Main Effect 1",0.15,0.85,0.95,0.707106781186547
0,0,0.25,0.5,"Main Effect 1",0.15,0.9,0.95,0.707106781186547
